iter	Logloss
219	0.08246720492
220	0.08208663647
221	0.08163739299
222	0.08103977979
223	0.08067544476
224	0.08022401621
225	0.07989086948
226	0.07941366552
227	0.07891809023
228	0.07853580307
229	0.07809882112
230	0.07774958244
231	0.07730247686
232	0.07683554324
233	0.07639949924
234	0.07593938807
235	0.0754900555
236	0.07515628521
237	0.07480923684
238	0.07429720805
239	0.07380392263
240	0.07333661174
241	0.07307658353
242	0.07274623494
243	0.07235468875
244	0.07184525899
245	0.07152990194
246	0.07112826882
247	0.07084169493
248	0.07046031952
249	0.0700671961
250	0.06972541914
251	0.06932831859
252	0.06898089818
253	0.06856708736
254	0.06827309891
255	0.06781221222
256	0.06754015304
257	0.06709207807
258	0.0667924881
259	0.06646693932
260	0.06614115474
261	0.06585606376
262	0.06552171183
263	0.06513306859
264	0.06488866072
265	0.06460596441
266	0.06417523898
267	0.0638728561
268	0.0635765411
269	0.06324965613
270	0.06284860464
271	0.06241110393
272	0.0621248916
273	0.06172403398
274	0.06146400577
275	0.06107670396
276	0.06081182354
277	0.06055590871
278	0.06027005269
279	0.05992839625
280	0.05961479459
281	0.05940839746
282	0.05911095064
283	0.05884867972
284	0.05858562805
285	0.05830881098
286	0.05806426164
287	0.05779550364
288	0.05748790699
289	0.05726128882
290	0.05688829736
291	0.0566666362
292	0.05639217712
293	0.05614566803
294	0.05588219716
295	0.0556029959
296	0.05542012099
297	0.05523797968
298	0.0549865031
299	0.05465745402
300	0.05433819844
301	0.05398848293
302	0.05373849974
303	0.05350729135
304	0.05330027067
305	0.05304158913
306	0.0527906051
307	0.05257164777
308	0.052291278
309	0.05199531932
310	0.0517579697
311	0.05158437477
312	0.05138205434
313	0.05113647272
314	0.05090765377
315	0.05059768865
316	0.05041260248
317	0.0501937971
318	0.04996968364
319	0.04979642407
320	0.04954640944
321	0.04938711439
322	0.04922883589
323	0.04908279796
324	0.04881197542
325	0.04853176285
326	0.0484313336
327	0.04822041438
328	0.04807874659
329	0.04791376093
330	0.04772515349
331	0.04751737825
332	0.04729314951
333	0.04708895316
334	0.04687511528
335	0.04676212059
336	0.04654639632
337	0.04640212426
338	0.04618849073
339	0.04602137765
340	0.04582701673
341	0.04565411348
342	0.04547081413
343	0.04525725396
344	0.04511738871
345	0.04496792385
346	0.04486270527
347	0.04463314748
348	0.04448208442
349	0.04424591903
350	0.04405073019
351	0.04388675585
352	0.04368534717
353	0.04351264828
354	0.04344906126
355	0.04324777834
356	0.04307999716
357	0.04292183918
358	0.04276936133
359	0.04267418516
360	0.04252403647
361	0.04236060446
362	0.04216373884
363	0.04203303306
364	0.04187708373
365	0.04175041534
366	0.04155960712
367	0.04141742581
368	0.0412674841
369	0.04112282952
370	0.0409453675
371	0.0408078812
372	0.04064940358
373	0.04050487476
374	0.04033645431
375	0.04017247734
376	0.04009040371
377	0.039928452
378	0.03979318221
379	0.03961592192
380	0.03949372323
381	0.03936796922
382	0.03919572621
383	0.03910996626
384	0.03900376519
385	0.03884916253
386	0.03867865395
387	0.03855227114
388	0.03850209844
389	0.0383739419
390	0.03820728994
391	0.03812280592
392	0.03795554612
393	0.03779162679
394	0.03763474737
395	0.03748134204
396	0.03738295901
397	0.03728668506
398	0.03720047972
399	0.03712466785
400	0.03705098079
401	0.03690112554
402	0.03677611299
403	0.03661690177
404	0.0364721948
405	0.03633230859
406	0.03616893684
407	0.03602515996
408	0.03583538401
409	0.03573913889
410	0.0355917962
411	0.03546602123
412	0.03535676526
413	0.03521407568
414	0.03509874134
415	0.03499734271
416	0.03482855807
417	0.03474368368
418	0.03463110295
419	0.0345059987
420	0.03439168878
421	0.03426533217
422	0.0341864785
423	0.03406633126
424	0.03396505314
425	0.03380884967
426	0.03368015866
427	0.03356397807
428	0.03345119036
429	0.03334493427
430	0.03326682206
431	0.03311744103
432	0.03301434727
433	0.03288124682
434	0.03277472873
435	0.0326731729
436	0.03254120952
437	0.03239973823
438	0.03228686668
439	0.03218939802
440	0.03211065439
441	0.03195720191
442	0.03185490461
443	0.03174203831
444	0.03166082403
445	0.03159942208
446	0.03150363807
447	0.03138259217
448	0.03127597453
449	0.03118769153
450	0.03108741425
451	0.03102285259
452	0.0309316588
453	0.03082238973
454	0.03070214031
455	0.03057172534
456	0.03047043413
457	0.03038543397
458	0.03032169761
459	0.03023727124
460	0.03009405503
461	0.02996053014
462	0.02988144068
463	0.02978522961
464	0.02972917242
465	0.0296487127
466	0.02956683819
467	0.02952054045
468	0.02944764724
469	0.02938297293
470	0.02928621166
471	0.02919646148
472	0.02909841118
473	0.02902909164
474	0.02891967847
475	0.0288207007
476	0.0287227028
477	0.02866953808
478	0.02859914696
479	0.02852343465
480	0.02843795242
481	0.02835977994
482	0.02828611646
483	0.02818386371
484	0.02812049939
485	0.0279922171
486	0.02790560565
487	0.02781260669
488	0.02775617222
489	0.02768274978
490	0.02758332399
491	0.02751346211
492	0.02742090068
493	0.02734534819
494	0.02726405793
495	0.02719095251
496	0.02712464071
497	0.02704082741
498	0.02693561407
499	0.02688073326
500	0.02682871871
501	0.02671427779
502	0.02666679057
503	0.02656042707
504	0.02646683075
505	0.02642009022
506	0.02634813235
507	0.02626132703
508	0.02620352232
509	0.0261122866
510	0.02605600147
511	0.02597753032
512	0.02590639513
513	0.02583538831
514	0.02575716868
515	0.02568323796
516	0.02560378693
517	0.02553239236
518	0.02546953369
519	0.02537660022
520	0.02529653874
521	0.02522536424
522	0.02516815951
523	0.0251026599
524	0.02501649909
525	0.02496032924
526	0.02485125405
527	0.02474665904
528	0.02468137951
529	0.02459772865
530	0.02451852128
531	0.02445109598
532	0.02437573737
533	0.02430936268
534	0.02424184831
535	0.02417972586
536	0.02412281194
537	0.02404223432
538	0.02397196109
539	0.02390164071
540	0.0238440587
541	0.02376029256
542	0.02370610604
543	0.02363234824
544	0.02356005239
545	0.02352241893
546	0.02348045988
547	0.02340129706
548	0.02331227523
549	0.02323497521
550	0.0231751793
551	0.0231322823
552	0.02309848974
553	0.02304260547
554	0.02298609241
555	0.02294081908
556	0.02287383132
557	0.02282111985
558	0.02275140469
559	0.02268239692
560	0.02262534676
561	0.02257327719
562	0.02253043783
563	0.0224778888
564	0.02242790736
565	0.02236842061
566	0.02229608022
567	0.02225121299
568	0.02216995155
569	0.0221017062
570	0.02204260983
571	0.02198705568
572	0.02192557775
573	0.02186599538
574	0.0218094679
575	0.02174339321
576	0.0216788119
577	0.02161795752
578	0.02155420544
579	0.02150661474
580	0.02144335783
581	0.0213937314
582	0.0213532867
583	0.0212751758
584	0.02124534596
585	0.02119089745
586	0.02113253861
587	0.02108673866
588	0.02100786403
589	0.0209676119
590	0.02090832165
591	0.02083124826
592	0.02077657312
593	0.02074023262
594	0.02070292798
595	0.02067494392
596	0.02063408134
597	0.02058370166
598	0.02054805808
599	0.02049918489
600	0.02043259275
601	0.02039376982
602	0.02033214648
603	0.02027597925
604	0.02020177212
605	0.02017231302
606	0.02013139017
607	0.02007459546
608	0.02003996451
609	0.01999532783
610	0.01994578131
611	0.01990278737
612	0.01984865456
613	0.01980321486
614	0.01974945016
615	0.01970685707
616	0.01965785289
617	0.01958618583
618	0.01954237445
619	0.01950147388
620	0.01945441765
621	0.01941619339
622	0.01935856421
623	0.01931473711
624	0.01926908126
625	0.01922627858
626	0.01917061701
627	0.01913148361
628	0.0190861736
629	0.01905247536
630	0.01897934243
631	0.01892455987
632	0.01886217149
633	0.01881567855
634	0.01875805069
635	0.01871323324
636	0.01867872935
637	0.01862479304
638	0.01858820758
639	0.01855310241
640	0.01850810156
641	0.01846760446
642	0.01842230755
643	0.01838106899
644	0.01832347257
645	0.01827207895
646	0.01821938452
647	0.01818678143
648	0.01815444559
649	0.01811645843
650	0.01805606779
651	0.01803287438
652	0.01798837133
653	0.01795349016
654	0.01791873607
655	0.0178824244
656	0.0178324888
657	0.01779950844
658	0.0177622706
659	0.01773298704
660	0.01769033762
661	0.01764709216
662	0.01761629948
663	0.01756934019
664	0.01753975009
665	0.01749570815
666	0.01744700526
667	0.01739700286
668	0.01733683492
669	0.01730907094
670	0.01726830923
671	0.01722260884
672	0.01719491822
673	0.01714484377
674	0.01710742647
675	0.01707605215
676	0.01702092768
677	0.0169814419
678	0.01693545724
679	0.01689361085
680	0.01686036194
681	0.01683722486
682	0.01680444492
683	0.01677265927
684	0.01673534021
685	0.0167032585
686	0.01666453382
687	0.0166234302
688	0.01658458762
689	0.01653243159
690	0.01649640157
691	0.01647077943
692	0.01642952123
693	0.0163892298
694	0.01634699041
695	0.01630593394
696	0.01628791893
697	0.01625463334
698	0.01621336203
699	0.01617832105
700	0.01614382634
701	0.01611263935
702	0.01606288061
703	0.01601672435
704	0.01599998265
705	0.01595653806
706	0.01591076694
707	0.01588005548
708	0.01584245739
709	0.01581739724
710	0.01576726122
711	0.01572114688
712	0.0156953099
713	0.01566417794
714	0.01562590651
715	0.01559891806
716	0.01555306702
717	0.01552967711
718	0.01550172449
719	0.0154648862
720	0.01543122071
721	0.01539205195
722	0.01535526213
723	0.01533575896
724	0.01531250398
725	0.01528167856
726	0.01525802927
727	0.01522684097
728	0.01520025861
729	0.01514978854
730	0.01512716891
731	0.01509596489
732	0.01506454342
733	0.01504633191
734	0.01501436155
735	0.01498720541
736	0.01495544727
737	0.01492667722
738	0.01489416846
739	0.01486081998
740	0.01482803743
741	0.01478708576
742	0.01475788473
743	0.01472613969
744	0.0146953064
745	0.0146546259
746	0.01463109058
747	0.01459371651
748	0.01455970911
749	0.01452956095
750	0.01448609279
751	0.01446170204
752	0.01444052864
753	0.01442416553
754	0.01439103713
755	0.01436017896
756	0.01433796673
757	0.0142990521
758	0.01426079247
759	0.01422931467
760	0.01420701991
761	0.0141677673
762	0.01413655805
763	0.01411549862
764	0.01409582777
765	0.01406681407
766	0.01403905533
767	0.01400519727
768	0.01398242437
769	0.0139530229
770	0.01393030633
771	0.01391386462
772	0.01386274872
773	0.01381931593
774	0.01379720195
775	0.01377510762
776	0.01376400151
777	0.01372540914
778	0.01368947868
779	0.01366920917
780	0.01363929811
781	0.01360565227
782	0.01357721234
783	0.01354273466
784	0.01351540036
785	0.01348571725
786	0.01345180679
787	0.0134297832
788	0.01340650333
789	0.01338542556
790	0.01335640268
791	0.01333684188
792	0.01331337075
793	0.013294368
794	0.01327295749
795	0.01323218791
796	0.0132086408
797	0.01318360816
798	0.01315760874
799	0.01314033257
800	0.01310387811
801	0.01306281378
802	0.01303286605
803	0.0130046986
804	0.01296942182
805	0.01294477955
806	0.01291991066
807	0.01289220564
808	0.01286463423
809	0.01283137615
810	0.01279421953
811	0.01276460847
812	0.01274721177
813	0.01272751997
814	0.01270739325
815	0.01268010087
816	0.01264813706
817	0.01262131628
818	0.01258953587
819	0.01256870175
820	0.01255147012
821	0.01252802257
822	0.01248946819
823	0.01243752438
824	0.01241184591
825	0.01238818221
826	0.01234800999
827	0.01231764437
828	0.01229470903
829	0.01226340545
830	0.01224735543
831	0.01221499993
832	0.01219323703
833	0.01217009995
834	0.01214860691
835	0.01211126427
836	0.01208547052
837	0.0120704829
838	0.01204821173
839	0.01202132807
840	0.0120083932
841	0.01198367627
842	0.01195546297
843	0.01193055347
844	0.01189676877
845	0.01186987725
846	0.01186374256
847	0.0118454066
848	0.01182368037
849	0.01180229213
850	0.01177040692
851	0.01175339405
852	0.01174316039
853	0.01172114729
854	0.01170543131
855	0.01168216192
856	0.01166449798
857	0.01163697636
858	0.01160903291
859	0.01159511294
860	0.01157092786
861	0.01154494286
862	0.01152081542
863	0.01150029308
864	0.0114874735
865	0.01146691448
866	0.01143970332
867	0.01141189743
868	0.01138825731
869	0.01135623979
870	0.01134127313
871	0.01131589596
872	0.01129408721
873	0.01128457798
874	0.01126246138
875	0.01123327999
876	0.01120034941
877	0.01118112658
878	0.01115203428
879	0.01112757279
880	0.01111191184
881	0.01107697696
882	0.01105494421
883	0.01103752131
884	0.01101656536
885	0.01099475661
886	0.01097578793
887	0.01095757707
888	0.01093950049
889	0.01091577129
890	0.01089802352
891	0.01087675972
892	0.01086076275
893	0.01083874244
894	0.01081266246
895	0.01078407123
896	0.01076483268
897	0.01074223597
898	0.01072872144
899	0.01070709215
900	0.01067801295
901	0.0106619603
902	0.01063516965
903	0.0106093818
904	0.01057612372
905	0.01056013657
906	0.0105452472
907	0.01052837778
908	0.01050086991
909	0.01046710289
910	0.01044293419
911	0.01042386333
912	0.01040121618
913	0.01038210012
914	0.01035629393
915	0.01033744969
916	0.01031563439
917	0.01029590329
918	0.01028194467
919	0.01026293603
920	0.01023888653
921	0.01022321575
922	0.01020398376
923	0.01018695975
924	0.01016870829
925	0.0101554492
926	0.01013789269
927	0.01012700076
928	0.01011152254
929	0.0100947291
930	0.01007467181
931	0.01005825826
932	0.0100362314
933	0.01002099488
934	0.009996911982
935	0.00998040215
936	0.009965837002
937	0.009944566004
938	0.009932300547
939	0.009912020558
940	0.009890092598
941	0.009871797902
942	0.009846004156
943	0.00982859698
944	0.009806380167
945	0.009789463583
946	0.009767828407
947	0.009749166258
948	0.009737464098
949	0.009716075855
950	0.009689848502
951	0.00967002963
952	0.009656928398
953	0.009644811625
954	0.009628301138
955	0.009608538596
956	0.009603225923
957	0.009587619331
958	0.009571617776
959	0.009557608065
960	0.009541680525
961	0.009520431141
962	0.009500087618
963	0.00947365394
964	0.009457430342
965	0.009434902406
966	0.009425944679
967	0.009406765084
968	0.009395423826
969	0.009373180159
970	0.009350715103
971	0.009328573615
972	0.009307379251
973	0.00928735995
974	0.009275264792
975	0.009260693094
976	0.009242919775
977	0.00922872339
978	0.009216529982
979	0.009197838359
980	0.009184346094
981	0.009158408249
982	0.009144010125
983	0.009132884361
984	0.009113985759
985	0.00910197182
986	0.009076703381
987	0.009061213378
988	0.009049796796
989	0.009030068314
990	0.009021287436
991	0.009007255455
992	0.008992306479
993	0.008973872269
994	0.008959530474
995	0.008944707257
996	0.008930064165
997	0.00891831812
998	0.008900778634
999	0.008880638159
